"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19"
"778" "0" "4" "2" "1" "999" "2" "1" "0" "0" "4" "6" "2" "4" "1" "0" "2" "3" "1" "2"
"779" "1" "1" "2" "2" "999" "2" "6" "2" "1" "3" "3" "2" "2" "1" "0" "2" "2" "2" "1"
"780" "0" "2" "1" "1" "999" "2" "5" "2" "1" "4" "1" "1" "5" "2" "1" "2" "4" "3" "3"
"781" "0" "2" "1" "1" "999" "2" "1" "999" "0" "3" "3" "2" "6" "2" "1" "1" "1" "2" "3"
"782" "0" "4" "1" "1" "999" "2" "1" "999" "0" "2" "3" "1" "6" "2" "1" "2" "1" "2" "3"
"783" "0" "4" "1" "4" "2" "2" "5" "1" "0" "4" "4" "2" "5" "1" "1" "2" "2" "1" "2"
"784" "0" "2" "1" "6" "2" "2" "5" "1" "1" "4" "4" "2" "5" "2" "1" "2" "4" "4" "4"
"785" "0" "2" "2" "5" "2" "2" "1" "1" "1" "4" "1" "1" "4" "1" "1" "2" "2" "1" "2"
"786" "0" "4" "2" "1" "999" "2" "6" "1" "999" "4" "4" "2" "5" "2" "0" "2" "4" "4" "4"
"787" "0" "4" "1" "1" "999" "2" "5" "999" "0" "4" "3" "1" "5" "1" "1" "2" "1" "1" "1"
"788" "0" "2" "1" "1" "999" "2" "1" "0" "999" "4" "3" "2" "3" "1" "1" "2" "1" "1" "1"
"789" "0" "2" "1" "1" "999" "2" "5" "1" "999" "4" "4" "2" "6" "2" "1" "2" "3" "3" "3"
"790" "0" "4" "1" "1" "999" "2" "5" "0" "1" "4" "3" "2" "6" "1" "1" "2" "1" "1" "1"
"791" "0" "2" "1" "1" "999" "2" "1" "0" "1" "4" "4" "2" "5" "2" "1" "2" "4" "4" "4"
"792" "0" "4" "1" "1" "999" "2" "5" "1" "999" "3" "4" "2" "5" "1" "1" "2" "2" "2" "2"
"793" "0" "4" "1" "1" "999" "2" "5" "999" "1" "2" "4" "2" "5" "2" "1" "2" "1" "3" "3"
"794" "0" "4" "1" "1" "999" "2" "999" "999" "999" "4" "1" "1" "3" "1" "1" "2" "2" "2" "1"
"795" "0" "4" "1" "1" "999" "2" "5" "2" "999" "2" "3" "2" "5" "1" "0" "2" "1" "1" "1"
"796" "0" "2" "2" "1" "999" "2" "5" "2" "1" "4" "3" "2" "4" "1" "1" "2" "1" "999" "1"
"797" "0" "4" "1" "1" "999" "2" "999" "2" "1" "4" "6" "2" "4" "2" "1" "2" "4" "4" "4"
"798" "0" "5" "2" "1" "999" "2" "1" "1" "1" "3" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"799" "0" "2" "1" "1" "999" "2" "1" "1" "1" "3" "4" "2" "5" "2" "1" "2" "2" "4" "4"
"800" "0" "4" "1" "1" "999" "2" "5" "1" "2" "2" "4" "2" "5" "2" "1" "2" "2" "3" "4"
"801" "0" "4" "1" "1" "999" "2" "1" "0" "0" "4" "1" "1" "5" "2" "1" "2" "4" "4" "4"
"802" "0" "4" "1" "1" "999" "2" "1" "0" "1" "4" "1" "1" "6" "2" "1" "2" "3" "4" "4"
"803" "0" "4" "1" "1" "999" "2" "1" "1" "1" "4" "1" "1" "5" "1" "1" "2" "1" "1" "1"
"804" "0" "2" "1" "1" "999" "1" "999" "1" "999" "4" "6" "2" "3" "1" "0" "2" "3" "3" "2"
"805" "0" "4" "1" "1" "999" "2" "5" "2" "999" "4" "3" "1" "6" "2" "1" "2" "3" "3" "3"
"806" "0" "2" "1" "1" "999" "2" "5" "999" "1" "4" "1" "1" "3" "1" "1" "2" "1" "999" "1"
"807" "1" "5" "2" "1" "999" "2" "1" "2" "1" "3" "3" "2" "1" "1" "0" "2" "3" "2" "2"
"808" "0" "2" "1" "1" "999" "2" "6" "2" "1" "4" "1" "1" "5" "1" "1" "2" "2" "2" "2"
"809" "0" "2" "2" "1" "999" "2" "5" "2" "2" "4" "6" "2" "2" "2" "1" "2" "3" "3" "2"
"810" "1" "5" "2" "3" "2" "2" "1" "0" "1" "3" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"811" "0" "4" "1" "1" "999" "2" "5" "0" "0" "2" "3" "2" "6" "1" "1" "2" "999" "1" "2"
"812" "0" "4" "2" "6" "2" "2" "1" "1" "2" "4" "4" "2" "5" "2" "1" "2" "4" "4" "3"
"813" "0" "2" "1" "1" "999" "2" "1" "1" "1" "4" "6" "2" "2" "2" "1" "2" "4" "3" "3"
"814" "0" "2" "1" "1" "999" "2" "6" "999" "2" "4" "6" "2" "5" "2" "1" "2" "3" "3" "3"
"815" "0" "4" "2" "1" "999" "2" "7" "2" "0" "4" "5" "2" "2" "2" "1" "2" "3" "2" "2"
"816" "0" "1" "2" "2" "999" "2" "999" "0" "2" "4" "3" "2" "2" "1" "0" "2" "1" "1" "1"
"817" "0" "4" "1" "1" "999" "2" "5" "1" "1" "4" "1" "1" "6" "2" "1" "2" "4" "4" "4"
"818" "0" "2" "1" "1" "999" "2" "5" "999" "0" "2" "3" "2" "4" "2" "1" "2" "2" "4" "4"
"819" "0" "5" "2" "3" "2" "2" "1" "0" "1" "2" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"820" "0" "2" "1" "4" "2" "2" "1" "0" "2" "4" "1" "1" "5" "2" "1" "2" "4" "2" "4"
"821" "1" "5" "2" "2" "999" "2" "999" "0" "2" "4" "3" "2" "1" "2" "0" "2" "4" "4" "4"
"822" "0" "2" "2" "3" "1" "1" "5" "999" "0" "4" "6" "2" "2" "1" "0" "2" "1" "1" "1"
"823" "0" "5" "2" "1" "999" "2" "5" "0" "0" "2" "1" "1" "1" "1" "0" "2" "1" "1" "1"
"824" "0" "5" "2" "1" "999" "2" "5" "2" "2" "4" "6" "2" "1" "2" "0" "2" "4" "4" "4"
"825" "1" "5" "2" "1" "999" "2" "1" "2" "1" "4" "3" "2" "4" "1" "0" "2" "2" "1" "1"
"826" "0" "4" "1" "1" "999" "2" "1" "2" "2" "4" "3" "2" "4" "1" "1" "2" "3" "1" "2"
"827" "0" "4" "2" "1" "999" "2" "999" "999" "999" "4" "5" "2" "2" "2" "1" "2" "3" "3" "3"
"828" "0" "4" "1" "1" "999" "2" "1" "999" "0" "3" "4" "2" "6" "2" "1" "2" "3" "4" "4"
"829" "0" "4" "1" "6" "2" "2" "1" "2" "1" "3" "1" "1" "6" "1" "1" "2" "1" "1" "1"
"830" "0" "4" "1" "1" "999" "2" "1" "999" "1" "3" "3" "1" "6" "2" "1" "2" "1" "3" "3"
"831" "0" "4" "1" "1" "999" "2" "1" "1" "1" "3" "3" "1" "5" "2" "1" "2" "2" "4" "4"
"832" "0" "2" "1" "1" "999" "2" "5" "999" "0" "4" "3" "1" "6" "2" "1" "1" "3" "3" "4"
"833" "0" "2" "1" "1" "999" "2" "5" "2" "999" "4" "5" "2" "4" "2" "0" "2" "3" "2" "3"
"834" "0" "4" "1" "1" "999" "2" "999" "0" "2" "4" "1" "1" "4" "2" "1" "2" "4" "4" "4"
"835" "0" "2" "1" "2" "999" "2" "1" "0" "1" "1" "3" "2" "4" "2" "1" "2" "3" "4" "4"
"836" "0" "4" "1" "6" "2" "2" "6" "2" "1" "4" "1" "1" "4" "2" "1" "2" "3" "2" "3"
"837" "0" "4" "1" "1" "999" "2" "5" "2" "1" "4" "3" "1" "5" "2" "1" "2" "4" "4" "4"
"838" "0" "5" "2" "1" "999" "2" "5" "2" "0" "3" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"839" "0" "2" "1" "1" "999" "2" "5" "999" "0" "2" "1" "1" "6" "2" "1" "2" "2" "3" "4"
"840" "0" "2" "1" "1" "999" "2" "5" "2" "1" "4" "1" "1" "5" "2" "1" "2" "4" "4" "4"
"841" "0" "5" "2" "1" "999" "2" "999" "999" "0" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"842" "0" "5" "2" "1" "999" "2" "5" "999" "1" "4" "1" "1" "1" "2" "0" "2" "4" "4" "4"
"843" "0" "2" "1" "1" "999" "2" "5" "2" "1" "4" "1" "1" "5" "2" "1" "2" "4" "4" "4"
"844" "0" "2" "1" "6" "2" "2" "7" "0" "2" "4" "4" "2" "6" "2" "1" "1" "3" "3" "3"
"845" "0" "1" "2" "2" "999" "2" "1" "1" "1" "3" "6" "2" "2" "1" "0" "2" "1" "1" "1"
"846" "0" "1" "2" "1" "999" "2" "999" "999" "1" "4" "3" "2" "1" "2" "0" "2" "4" "4" "4"
"847" "0" "4" "1" "7" "2" "2" "1" "0" "999" "4" "4" "2" "5" "2" "1" "2" "4" "4" "4"
"848" "0" "2" "2" "6" "2" "2" "6" "1" "1" "4" "4" "2" "6" "2" "1" "2" "3" "2" "2"
"849" "0" "4" "1" "1" "999" "2" "5" "999" "1" "3" "3" "1" "6" "2" "1" "1" "1" "1" "3"
"850" "0" "4" "2" "1" "999" "2" "5" "2" "0" "4" "6" "2" "2" "2" "1" "2" "4" "4" "4"
"851" "0" "5" "2" "3" "2" "1" "999" "999" "1" "4" "3" "2" "1" "1" "0" "2" "2" "1" "1"
"852" "0" "5" "2" "5" "2" "2" "1" "999" "2" "4" "6" "2" "1" "2" "0" "2" "3" "3" "3"
"853" "0" "4" "1" "1" "999" "2" "1" "999" "0" "4" "1" "1" "6" "1" "1" "2" "1" "2" "2"
"854" "0" "5" "2" "1" "999" "2" "999" "999" "1" "4" "3" "2" "1" "2" "0" "2" "4" "4" "4"
"855" "0" "2" "2" "6" "2" "2" "1" "999" "1" "4" "3" "2" "2" "1" "1" "2" "2" "2" "1"
"856" "0" "2" "1" "2" "999" "2" "1" "999" "1" "4" "3" "2" "2" "1" "1" "2" "1" "1" "1"
"857" "0" "2" "1" "1" "999" "2" "6" "2" "1" "4" "1" "1" "3" "1" "1" "2" "3" "2" "2"
"858" "0" "4" "1" "1" "999" "2" "7" "2" "0" "4" "1" "1" "6" "1" "1" "2" "1" "1" "2"
"859" "0" "4" "1" "1" "999" "2" "7" "2" "999" "4" "4" "2" "5" "2" "1" "2" "3" "3" "3"
"860" "1" "5" "2" "3" "2" "2" "5" "0" "0" "3" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"861" "0" "2" "1" "6" "2" "2" "1" "0" "2" "4" "6" "2" "5" "2" "1" "2" "4" "3" "4"
"862" "0" "4" "1" "1" "999" "2" "6" "2" "1" "4" "1" "1" "5" "2" "1" "2" "3" "3" "3"
"863" "0" "4" "1" "1" "999" "2" "5" "2" "2" "4" "6" "2" "6" "2" "1" "2" "4" "4" "4"
"864" "0" "1" "2" "2" "999" "2" "1" "999" "2" "4" "3" "1" "3" "1" "0" "2" "3" "2" "2"
"865" "1" "5" "2" "2" "999" "2" "1" "0" "0" "4" "3" "2" "1" "1" "0" "2" "2" "2" "1"
"866" "0" "4" "1" "1" "999" "2" "6" "2" "999" "4" "3" "2" "3" "1" "0" "2" "1" "1" "1"
"867" "0" "4" "2" "1" "999" "2" "1" "999" "0" "3" "6" "2" "2" "2" "1" "2" "4" "3" "3"
"868" "1" "5" "2" "1" "999" "2" "1" "1" "1" "4" "3" "2" "1" "1" "0" "2" "2" "2" "1"
"869" "0" "4" "1" "6" "2" "2" "6" "2" "999" "4" "1" "1" "5" "2" "1" "2" "3" "3" "3"
"870" "0" "5" "2" "6" "2" "2" "1" "999" "1" "4" "3" "2" "1" "2" "0" "2" "4" "3" "3"
"871" "0" "4" "1" "4" "2" "2" "1" "2" "999" "4" "4" "2" "6" "1" "1" "2" "2" "2" "2"
"872" "0" "2" "1" "1" "999" "2" "1" "2" "1" "4" "5" "2" "2" "2" "1" "2" "4" "4" "4"
"873" "0" "4" "2" "1" "999" "2" "5" "999" "999" "4" "5" "2" "2" "2" "1" "2" "4" "3" "3"
"874" "0" "5" "2" "2" "999" "2" "999" "999" "0" "4" "3" "2" "1" "1" "0" "2" "2" "2" "1"
"875" "0" "1" "2" "2" "999" "1" "5" "1" "999" "4" "3" "2" "3" "1" "0" "2" "1" "1" "1"
"876" "0" "4" "2" "1" "999" "2" "5" "2" "999" "4" "3" "2" "2" "1" "1" "2" "2" "2" "1"
"877" "1" "5" "2" "2" "999" "2" "5" "0" "0" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"878" "0" "2" "2" "2" "999" "2" "6" "1" "1" "4" "3" "2" "2" "1" "1" "2" "2" "2" "1"
"879" "0" "2" "1" "1" "999" "2" "5" "999" "1" "4" "1" "1" "5" "2" "1" "2" "4" "4" "4"
"880" "0" "1" "2" "6" "2" "2" "999" "999" "2" "4" "4" "2" "6" "2" "0" "1" "3" "3" "3"
"881" "1" "5" "2" "4" "2" "2" "5" "0" "0" "4" "3" "2" "1" "1" "0" "2" "2" "2" "1"
"882" "0" "2" "1" "1" "999" "2" "1" "0" "0" "4" "4" "2" "6" "2" "1" "2" "4" "4" "4"
"883" "1" "5" "2" "2" "999" "2" "1" "0" "1" "4" "3" "2" "1" "2" "0" "2" "4" "4" "3"
"884" "0" "2" "1" "6" "2" "1" "1" "999" "1" "4" "4" "2" "6" "2" "1" "2" "3" "3" "3"
"885" "0" "5" "2" "1" "999" "2" "999" "999" "0" "4" "3" "2" "1" "1" "0" "2" "2" "2" "2"
"886" "0" "5" "2" "6" "2" "2" "6" "999" "2" "3" "3" "2" "3" "2" "0" "2" "4" "4" "4"
"887" "0" "4" "1" "6" "2" "2" "7" "1" "1" "4" "1" "1" "6" "1" "1" "2" "2" "1" "2"
"888" "0" "2" "1" "1" "999" "2" "7" "2" "999" "4" "5" "2" "2" "2" "0" "2" "3" "3" "3"
"889" "0" "2" "1" "1" "999" "2" "1" "2" "1" "3" "1" "1" "2" "2" "1" "2" "4" "3" "3"
"890" "0" "2" "1" "6" "2" "2" "7" "1" "1" "4" "1" "1" "3" "2" "1" "2" "3" "3" "3"
"891" "0" "2" "1" "4" "2" "2" "1" "0" "1" "4" "3" "1" "5" "1" "1" "2" "2" "2" "2"
"892" "0" "1" "2" "2" "999" "2" "6" "0" "0" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"893" "0" "1" "2" "3" "2" "1" "1" "999" "1" "4" "3" "2" "1" "1" "0" "2" "3" "2" "2"
"894" "0" "2" "1" "6" "2" "2" "6" "1" "1" "4" "1" "1" "4" "1" "1" "2" "3" "2" "2"
"895" "0" "2" "1" "1" "999" "2" "999" "999" "2" "4" "1" "1" "2" "2" "1" "2" "4" "4" "4"
"896" "0" "2" "2" "1" "999" "2" "6" "1" "1" "4" "4" "2" "5" "2" "1" "2" "4" "4" "4"
"897" "0" "2" "1" "6" "2" "2" "1" "0" "2" "4" "1" "1" "5" "2" "1" "2" "4" "4" "4"
"898" "0" "5" "2" "6" "2" "1" "5" "999" "1" "4" "3" "2" "1" "1" "0" "2" "2" "2" "2"
"899" "0" "5" "2" "1" "999" "2" "999" "999" "2" "4" "3" "2" "1" "2" "0" "2" "4" "4" "4"
"900" "0" "2" "1" "5" "2" "2" "1" "0" "0" "2" "4" "2" "6" "2" "1" "2" "3" "4" "4"
"901" "1" "5" "2" "1" "999" "2" "5" "999" "1" "4" "3" "2" "1" "1" "0" "2" "2" "2" "2"
"902" "0" "2" "1" "1" "999" "2" "5" "2" "0" "2" "3" "1" "5" "2" "1" "2" "3" "4" "4"
"903" "0" "5" "2" "2" "999" "1" "6" "0" "0" "4" "999" "999" "1" "1" "0" "2" "3" "2" "2"
"904" "0" "5" "2" "1" "999" "2" "999" "999" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"905" "0" "5" "2" "1" "999" "2" "1" "2" "0" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"906" "0" "5" "2" "6" "2" "2" "1" "0" "1" "4" "3" "2" "1" "2" "0" "2" "3" "3" "3"
"907" "1" "1" "2" "1" "999" "2" "1" "2" "2" "4" "5" "2" "3" "1" "0" "2" "3" "3" "2"
"908" "0" "5" "2" "6" "2" "2" "5" "0" "2" "4" "1" "1" "1" "2" "0" "2" "4" "4" "4"
"909" "0" "5" "2" "1" "999" "2" "999" "999" "0" "4" "6" "2" "1" "2" "0" "2" "4" "4" "4"
"910" "1" "5" "2" "3" "2" "2" "5" "0" "0" "4" "3" "2" "1" "1" "0" "2" "2" "2" "1"
"911" "0" "5" "2" "1" "999" "2" "999" "999" "1" "4" "6" "2" "1" "2" "0" "2" "4" "4" "4"
"912" "0" "5" "2" "1" "999" "2" "999" "999" "0" "4" "3" "2" "1" "1" "0" "2" "3" "3" "2"
"913" "0" "1" "1" "6" "2" "2" "1" "0" "1" "4" "1" "1" "3" "2" "0" "2" "4" "3" "3"
"914" "0" "5" "1" "1" "999" "2" "1" "1" "2" "4" "3" "2" "1" "2" "0" "2" "4" "4" "4"
"915" "0" "2" "1" "1" "999" "2" "5" "999" "999" "4" "3" "2" "3" "1" "1" "2" "2" "2" "1"
"916" "0" "1" "1" "4" "2" "2" "1" "0" "0" "4" "1" "1" "5" "2" "0" "2" "4" "4" "4"
"917" "0" "2" "1" "6" "1" "2" "6" "1" "2" "4" "6" "2" "2" "1" "0" "2" "2" "2" "2"
"918" "1" "1" "1" "1" "999" "2" "1" "1" "1" "4" "3" "1" "5" "1" "0" "2" "1" "1" "1"
"919" "1" "2" "1" "1" "999" "2" "5" "2" "999" "3" "1" "1" "2" "1" "0" "2" "1" "1" "1"
"920" "0" "1" "1" "1" "999" "2" "5" "2" "0" "2" "3" "1" "5" "2" "0" "1" "2" "4" "3"
"921" "1" "5" "1" "1" "999" "2" "5" "1" "1" "2" "3" "2" "1" "2" "0" "2" "3" "4" "4"
"922" "0" "5" "1" "1" "999" "2" "5" "2" "1" "4" "1" "1" "1" "1" "0" "2" "2" "2" "1"
"923" "1" "1" "1" "1" "999" "2" "1" "0" "1" "4" "3" "1" "5" "2" "1" "2" "2" "2" "2"
"924" "1" "1" "2" "1" "999" "1" "5" "999" "1" "4" "3" "1" "3" "1" "0" "2" "3" "1" "2"
"925" "0" "5" "1" "1" "999" "2" "1" "1" "2" "1" "3" "1" "4" "2" "0" "2" "1" "4" "4"
"926" "0" "4" "2" "1" "999" "2" "1" "2" "999" "4" "4" "2" "5" "2" "1" "2" "4" "4" "4"
"927" "1" "2" "2" "1" "999" "2" "1" "0" "1" "4" "3" "2" "2" "2" "1" "2" "4" "4" "4"
"928" "0" "1" "1" "1" "999" "2" "1" "2" "999" "4" "3" "1" "5" "1" "0" "2" "1" "1" "1"
"929" "0" "1" "1" "4" "2" "2" "1" "0" "999" "4" "3" "2" "5" "1" "0" "2" "1" "1" "1"
"930" "0" "1" "1" "4" "2" "2" "1" "0" "999" "4" "3" "1" "5" "1" "1" "2" "1" "1" "1"
"931" "0" "1" "1" "3" "2" "2" "1" "0" "1" "2" "3" "2" "4" "2" "0" "2" "3" "3" "3"
"932" "0" "4" "1" "1" "999" "2" "5" "999" "1" "4" "1" "1" "5" "2" "1" "2" "3" "3" "3"
"933" "0" "1" "1" "4" "2" "2" "1" "2" "999" "4" "3" "1" "4" "1" "0" "2" "1" "1" "1"
"934" "0" "5" "1" "4" "1" "2" "1" "1" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"935" "0" "5" "1" "4" "2" "2" "1" "0" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"936" "0" "1" "1" "6" "2" "2" "5" "0" "999" "4" "3" "2" "4" "1" "0" "2" "1" "1" "1"
"937" "0" "1" "1" "4" "2" "2" "6" "2" "999" "4" "3" "2" "4" "1" "0" "2" "1" "1" "1"
"938" "0" "1" "1" "7" "2" "1" "1" "0" "999" "4" "1" "1" "4" "1" "0" "2" "1" "1" "1"
"939" "0" "5" "1" "5" "2" "2" "1" "0" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"940" "0" "5" "1" "4" "2" "2" "1" "0" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"941" "0" "5" "1" "4" "2" "2" "1" "999" "0" "3" "3" "1" "2" "1" "0" "2" "1" "999" "1"
"942" "0" "5" "1" "2" "999" "2" "1" "0" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"943" "1" "1" "1" "4" "1" "2" "1" "1" "0" "4" "2" "1" "3" "1" "1" "2" "1" "999" "1"
"944" "1" "5" "1" "2" "999" "2" "1" "0" "1" "4" "6" "2" "1" "1" "0" "2" "1" "1" "1"
"945" "0" "5" "1" "4" "2" "2" "1" "0" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"946" "0" "1" "1" "2" "999" "2" "1" "0" "1" "4" "3" "2" "3" "1" "1" "2" "1" "1" "1"
"947" "0" "1" "1" "4" "2" "2" "6" "2" "0" "3" "6" "2" "1" "1" "0" "2" "1" "1" "1"
"948" "0" "5" "1" "6" "2" "2" "999" "1" "0" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"949" "0" "5" "1" "1" "999" "2" "1" "2" "999" "4" "3" "1" "1" "1" "0" "2" "1" "1" "1"
"950" "1" "5" "1" "1" "999" "2" "1" "0" "999" "4" "1" "1" "1" "1" "0" "2" "1" "1" "1"
"951" "0" "5" "1" "6" "1" "2" "999" "0" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"952" "1" "5" "1" "4" "1" "1" "1" "0" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"953" "1" "5" "1" "2" "999" "1" "1" "1" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"954" "0" "1" "1" "2" "999" "2" "1" "0" "1" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"955" "1" "1" "1" "4" "1" "2" "1" "2" "0" "4" "3" "1" "3" "1" "0" "2" "1" "1" "1"
"956" "1" "5" "1" "1" "999" "2" "1" "2" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"957" "0" "5" "1" "1" "999" "2" "1" "2" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"958" "1" "5" "1" "7" "1" "2" "1" "0" "999" "4" "6" "2" "1" "1" "0" "2" "1" "1" "1"
"959" "1" "5" "1" "4" "1" "2" "1" "2" "0" "4" "6" "2" "1" "1" "0" "2" "1" "1" "1"
"960" "0" "5" "1" "1" "999" "2" "999" "999" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"961" "0" "5" "1" "2" "999" "2" "999" "999" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"962" "1" "5" "1" "7" "2" "2" "1" "0" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"963" "0" "5" "1" "2" "999" "2" "1" "0" "1" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"964" "0" "5" "1" "2" "999" "2" "1" "0" "999" "4" "3" "2" "1" "1" "0" "2" "1" "1" "1"
"965" "0" "2" "1" "1" "999" "2" "1" "999" "1" "3" "4" "2" "6" "2" "1" "2" "4" "4" "4"
"966" "1" "1" "1" "1" "999" "2" "5" "999" "999" "2" "3" "2" "6" "2" "1" "1" "1" "3" "3"
"967" "1" "2" "1" "1" "999" "2" "1" "1" "0" "2" "3" "1" "4" "2" "0" "2" "1" "3" "3"
"968" "1" "1" "1" "4" "2" "2" "1" "999" "1" "1" "5" "2" "3" "2" "0" "2" "2" "4" "3"
"969" "0" "2" "1" "1" "999" "2" "1" "999" "0" "3" "3" "1" "6" "2" "1" "2" "1" "3" "3"
"970" "0" "2" "1" "1" "999" "2" "1" "999" "2" "3" "4" "2" "4" "2" "1" "2" "1" "1" "3"
"971" "0" "2" "1" "1" "999" "2" "1" "999" "1" "3" "2" "1" "5" "2" "1" "2" "1" "2" "3"
"972" "0" "4" "1" "1" "999" "2" "5" "999" "1" "3" "4" "2" "4" "2" "1" "2" "1" "2" "3"
"973" "0" "2" "2" "1" "999" "2" "1" "999" "2" "2" "4" "2" "6" "2" "1" "2" "4" "4" "4"
"974" "1" "1" "1" "1" "999" "2" "5" "999" "1" "2" "3" "1" "4" "2" "1" "2" "3" "4" "4"
"975" "0" "4" "1" "1" "999" "2" "1" "999" "0" "4" "3" "2" "5" "1" "1" "2" "1" "1" "2"
"976" "0" "1" "1" "1" "999" "2" "1" "999" "1" "3" "3" "1" "5" "2" "1" "1" "1" "3" "4"
"977" "1" "1" "1" "1" "999" "2" "6" "1" "0" "2" "3" "2" "2" "2" "1" "2" "1" "2" "2"
"978" "0" "2" "1" "1" "999" "2" "5" "999" "0" "4" "3" "2" "6" "1" "1" "2" "1" "1" "2"
"979" "1" "1" "1" "1" "999" "2" "1" "999" "1" "2" "6" "2" "2" "2" "0" "2" "2" "2" "3"
"980" "0" "4" "1" "1" "999" "2" "5" "999" "1" "2" "3" "2" "6" "2" "1" "1" "3" "3" "4"
"981" "1" "1" "1" "1" "999" "2" "1" "999" "0" "2" "3" "1" "4" "2" "1" "2" "2" "3" "3"
"982" "0" "2" "1" "1" "999" "2" "5" "999" "1" "4" "3" "2" "6" "2" "1" "2" "3" "3" "3"
"983" "0" "1" "1" "1" "999" "2" "5" "999" "0" "3" "1" "1" "5" "2" "1" "2" "2" "3" "3"
"984" "1" "1" "1" "1" "999" "2" "5" "2" "0" "3" "3" "2" "6" "1" "1" "2" "1" "1" "1"
"985" "1" "1" "1" "1" "999" "2" "5" "999" "1" "3" "3" "2" "6" "2" "1" "2" "3" "4" "4"
"986" "0" "2" "1" "1" "999" "2" "1" "999" "1" "3" "4" "2" "5" "2" "1" "2" "3" "3" "4"
"987" "0" "2" "1" "1" "999" "2" "1" "999" "1" "4" "2" "1" "6" "2" "1" "2" "4" "4" "4"
"988" "0" "2" "1" "4" "2" "2" "1" "999" "0" "3" "4" "2" "5" "2" "1" "2" "4" "4" "4"
"989" "0" "1" "1" "1" "999" "2" "1" "999" "0" "2" "1" "1" "5" "2" "0" "2" "2" "3" "3"
"990" "0" "2" "1" "1" "999" "2" "1" "999" "0" "4" "3" "2" "4" "2" "0" "2" "4" "4" "4"
"991" "0" "4" "1" "1" "999" "2" "1" "999" "1" "3" "1" "1" "4" "1" "0" "2" "1" "1" "2"
"992" "0" "4" "1" "1" "999" "2" "1" "0" "0" "4" "6" "2" "3" "2" "0" "2" "3" "3" "3"
"993" "0" "2" "1" "1" "999" "2" "1" "999" "999" "3" "3" "2" "2" "2" "0" "2" "4" "4" "4"
"994" "1" "1" "1" "1" "999" "2" "1" "0" "1" "4" "3" "1" "6" "1" "0" "2" "1" "1" "1"
"995" "0" "2" "1" "1" "999" "2" "5" "999" "1" "4" "3" "2" "6" "2" "1" "2" "4" "4" "4"
"996" "0" "1" "1" "1" "999" "2" "1" "2" "999" "2" "1" "1" "5" "1" "0" "2" "2" "2" "2"
"997" "0" "1" "1" "1" "999" "2" "1" "999" "1" "4" "5" "2" "2" "2" "0" "2" "4" "3" "3"
"998" "0" "4" "1" "1" "999" "2" "999" "999" "1" "4" "4" "2" "6" "2" "0" "2" "3" "3" "3"
"999" "0" "2" "1" "1" "999" "2" "5" "2" "0" "4" "3" "2" "6" "1" "1" "1" "1" "1" "1"
"1000" "0" "2" "1" "4" "2" "2" "999" "999" "999" "4" "4" "2" "6" "2" "1" "2" "3" "3" "3"
"1001" "0" "4" "2" "1" "999" "2" "1" "999" "2" "4" "4" "2" "6" "2" "1" "2" "4" "4" "4"
"1002" "0" "4" "1" "1" "999" "2" "5" "999" "1" "4" "4" "2" "6" "2" "1" "2" "4" "4" "4"
"1003" "0" "1" "1" "1" "999" "2" "5" "0" "999" "4" "3" "1" "4" "1" "1" "2" "2" "2" "2"
"1004" "0" "1" "1" "2" "999" "2" "5" "999" "1" "4" "1" "1" "5" "2" "1" "2" "4" "4" "3"
"1005" "0" "1" "1" "1" "999" "2" "1" "1" "0" "4" "3" "1" "5" "1" "0" "2" "1" "1" "1"
